Date,Open,High,Low,Close,Volume
2024-12-05,218.03,222.15,217.3,220.55,41140220
2024-12-06,220.75,227.15,220.6,227.03,44178069
2024-12-09,227.21,230.08,225.67,226.09,46819363
2024-12-10,226.09,229.06,224.2002,225.04,31199864
2024-12-11,226.41,231.2,226.26,230.26,35385785
2024-12-12,229.83,231.09,227.63,228.97,28204084
2024-12-13,228.4,230.2,225.8608,227.46,28768080
2024-12-16,230.23,233.0,228.01,232.93,37552096
2024-12-17,232.39,232.73,227.85,231.15,35948131
2024-12-18,230.77,231.3999,220.11,220.52,43281443
2024-12-19,224.91,226.09,222.92,223.29,39918739
2024-12-20,219.84,226.21,218.73,224.92,88279184
2024-12-23,225.01,226.88,223.9,225.06,28070007
2024-12-24,226.94,229.14,226.13,229.05,15007497
2024-12-26,228.5,228.5,226.6706,227.05,16174500
2024-12-27,225.6,226.03,220.9,223.75,27367147
2024-12-30,220.06,222.9972,218.43,221.3,28321240
2024-12-31,222.965,223.2299,218.94,219.39,24819655
2025-01-02,222.03,225.15,218.19,220.22,33956579
2025-01-03,222.505,225.36,221.62,224.19,27515606
2025-01-06,226.78,228.835,224.84,227.61,31849831
2025-01-07,227.9,228.381,221.46,222.11,28084164
2025-01-08,223.185,223.52,220.2,222.13,25033292
2025-01-10,221.46,221.71,216.5,218.94,36811525
2025-01-13,218.06,219.4,216.47,218.46,27262655
2025-01-14,220.44,221.82,216.2,217.76,24711650
2025-01-15,222.83,223.57,220.75,223.35,31291257
2025-01-16,224.42,224.65,220.31,220.66,24757276
2025-01-17,225.84,226.51,223.08,225.94,42370123
2025-01-21,228.9,231.78,226.94,230.71,39951456
2025-01-22,232.02,235.44,231.19,235.01,41448217
2025-01-23,234.1,235.52,231.51,235.42,26404364
2025-01-24,234.5,236.4,232.93,234.85,25890738
2025-01-27,226.21,235.61,225.86,235.42,49428332
2025-01-28,234.29,241.77,233.98,238.15,41587188
2025-01-29,239.015,240.39,236.15,237.07,26091716
2025-01-30,237.14,237.95,232.22,234.64,32020728
2025-01-31,236.5,240.29,236.41,237.68,36162377
2025-02-03,234.06,239.25,232.9,237.42,37285868
2025-02-04,239.01,242.52,238.03,242.06,29713812
2025-02-05,237.02,238.32,235.2,236.17,38832042
2025-02-06,238.01,239.6599,236.01,238.83,60897095
2025-02-07,232.5,234.81,228.06,229.15,77539276
2025-02-10,230.545,233.92,229.2,233.14,35419926
2025-02-11,231.92,233.44,230.13,232.76,23713726
2025-02-12,230.46,231.18,228.16,228.93,32285249
2025-02-13,228.85,230.42,227.52,230.37,31346512
2025-02-14,229.2,229.89,227.23,228.68,27031084
2025-02-18,228.82,229.3,223.72,226.65,42975133
2025-02-19,225.52,226.83,223.71,226.63,28566709
2025-02-20,224.775,225.13,221.81,222.88,30001665
2025-02-21,223.28,223.31,214.74,216.58,55323850
2025-02-24,217.45,217.715,212.42,212.71,42387585
2025-02-25,211.63,213.34,204.16,212.8,58957977
2025-02-26,214.94,218.16,213.09,214.35,39120603
2025-02-27,218.35,219.97,208.37,208.74,40548571
2025-02-28,208.65,212.62,206.99,212.28,51771737
2025-03-03,213.352,214.01,202.55,205.02,42948447
2025-03-04,200.11,206.8,197.432,203.8,60853084
2025-03-05,204.8,209.98,203.26,208.36,38610085
2025-03-06,204.4,205.77,198.3015,200.7,49863755
2025-03-07,199.49,202.2653,192.53,199.25,59802821
2025-03-10,195.6,196.73,190.85,194.54,61829231
2025-03-11,193.9,200.18,193.4,196.59,54002880
2025-03-12,200.72,201.52,195.29,198.89,43679284
2025-03-13,198.165,198.8799,191.82,193.89,41270761
2025-03-14,197.41,198.65,195.32,197.95,38096663
2025-03-17,198.77,199.0,194.3247,195.74,47341752
2025-03-18,192.52,194.0,189.38,192.82,40414867
2025-03-19,193.38,195.965,191.96,195.54,39442878
2025-03-20,193.07,199.32,192.3,194.95,38921113
2025-03-21,192.9,196.99,192.52,196.21,60056917
2025-03-24,200.0,203.64,199.95,203.26,41625365
2025-03-25,203.595,206.21,203.22,205.71,31171161
2025-03-26,205.835,206.01,199.925,201.13,32990973
2025-03-27,200.89,203.79,199.2821,201.36,27317661
2025-03-28,198.42,199.26,191.881,192.72,52548226
2025-03-31,188.19,191.33,184.4,190.26,63547558
2025-04-01,187.86,193.93,187.2,192.17,41267315
2025-04-02,187.66,198.34,187.66,196.01,53679198
2025-04-03,182.995,184.13,176.92,178.41,95553617
2025-04-04,167.145,178.1436,166.0,171.0,123159359
2025-04-07,162.0,183.4099,161.38,175.26,109327115
2025-04-08,185.23,185.9,168.57,170.66,87710360
2025-04-09,172.115,192.65,169.93,191.1,116804328
2025-04-10,185.44,186.8692,175.8518,181.22,68302045
2025-04-11,179.93,185.86,178.0,184.87,50594339
2025-04-14,186.84,187.44,179.23,182.12,48002540
2025-04-15,181.41,182.35,177.9331,179.59,43641952
2025-04-16,176.29,179.1046,171.41,174.33,51875316
2025-04-17,176.0,176.21,172.0,172.61,44726453
2025-04-21,169.6,169.6,165.285,167.32,48126111
2025-04-22,169.845,176.78,169.35,173.18,56607202
2025-04-23,183.45,187.38,180.19,180.6,63470149
2025-04-24,180.915,186.74,180.18,186.54,43763196
2025-04-25,187.62,189.94,185.49,188.99,36414330
2025-04-28,190.105,190.22,184.885,187.7,33224732
2025-04-29,183.99,188.0158,183.68,187.39,41667255
2025-04-30,182.17,185.05,178.85,184.42,55176543
2025-05-01,190.63,191.807112,187.5,190.2,74265963
2025-05-02,191.435,192.88,186.4,189.98,77903487
2025-05-05,186.51,188.18,185.53,186.35,35217469
2025-05-06,184.57,187.93,183.85,185.01,29314055
2025-05-07,185.56,190.99,185.01,188.71,44002926
2025-05-08,191.43,194.33,188.82,192.08,41043620
2025-05-09,193.375,194.69,191.16,193.06,29663143
2025-05-12,210.71,211.66,205.75,208.64,75205042
2025-05-13,211.08,214.84,210.1,211.37,56193682
2025-05-14,211.45,211.93,208.85,210.25,38492128
2025-05-15,206.45,206.88,202.673,205.17,64347317
2025-05-16,206.85,206.85,204.374,205.59,43318478
2025-05-19,201.645,206.62,201.26,206.16,34314810
2025-05-20,204.628,205.5899,202.65,204.07,29470373
2025-05-21,201.61,203.455,200.06,201.12,42460924
2025-05-22,201.38,205.76,200.16,203.1,38938882
2025-05-23,198.9,202.37,197.85,200.99,33393545
2025-05-27,203.085,206.69,202.19,206.02,34892044
2025-05-28,205.915,207.66,204.41,204.72,28549753
2025-05-29,208.025,208.81,204.23,205.7,34700005
2025-05-30,204.84,205.99,201.695,205.01,51679406
2025-06-02,204.98,207.0,202.68,206.65,29113319
2025-06-03,207.105,208.9469,205.03,205.71,33139121
2025-06-04,206.55,208.18,205.18,207.23,29915592
2025-06-05,209.55,212.81,207.56,207.91,51979243
2025-06-06,212.4,213.8699,210.5,213.57,39832500
2025-06-09,214.75,217.85,212.88,216.98,38102502
2025-06-10,216.78,217.69,214.15,217.61,31303317
2025-06-11,217.41,218.4,212.89,213.2,39325981
2025-06-12,211.78,213.58,211.33,213.24,27639991
2025-06-13,209.96,214.05,209.62,212.1,29337763
2025-06-16,212.31,217.06,211.6,216.1,33284158
2025-06-17,215.195,217.41,214.56,214.82,32086262
2025-06-18,215.09,217.96,212.34,212.52,44360509
2025-06-20,214.68,214.89,208.2709,209.69,75350733
2025-06-23,209.79,210.39,207.3101,208.47,37311725
2025-06-24,212.135,214.34,211.045,212.77,38378757
2025-06-25,214.615,216.03,211.11,211.99,31755698
2025-06-26,213.12,218.035,212.01,217.12,50480814
2025-06-27,219.92,223.3,216.74,223.3,119217138
2025-06-30,223.52,223.82,219.12,219.39,58887780
2025-07-01,219.5,221.875,217.93,220.46,39256830
2025-07-02,219.73,221.6,219.06,219.92,30894178
2025-07-03,221.82,224.01,221.36,223.41,29632353
2025-07-07,223.0,224.29,222.37,223.47,36604139
2025-07-08,223.915,224.0,218.43,219.36,45691987
2025-07-09,221.07,224.29,220.47,222.54,38155121
2025-07-10,221.55,222.79,219.7,222.26,30370591
2025-07-11,223.58,226.6799,222.37,225.02,50518307
2025-07-14,225.07,226.66,224.24,225.69,35702597
2025-07-15,226.2,227.27,225.455,226.35,34907294
2025-07-16,225.875,226.1,222.18,223.19,39535926
2025-07-17,223.32,224.5,222.51,223.88,31855831
2025-07-18,225.14,226.4,222.98,226.13,37833807
2025-07-21,225.835,229.69,225.65,229.3,40297556
2025-07-22,229.68,230.0,226.35,227.47,37483702
2025-07-23,228.47,228.79,227.09,228.29,28294852
2025-07-24,229.17,236.0,228.64,232.23,42902266
2025-07-25,232.22,232.48,231.18,231.44,28712095
2025-07-28,233.35,234.29,232.25,232.79,26300138
2025-07-29,234.15,234.72,230.31,231.01,33716220
2025-07-30,231.64,231.8,229.29,230.19,32993273
2025-07-31,235.77,236.53,231.4,234.11,104357263
2025-08-01,217.21,220.4399,212.8,214.75,122258801
2025-08-04,217.4,217.44,211.42,211.65,77890146
2025-08-05,213.05,216.3,212.87,213.75,51505121
2025-08-06,214.695,222.65,213.7409,222.31,54823045
2025-08-07,221.0,226.22,220.82,223.13,40603513
2025-08-08,223.14,223.8,221.8836,222.69,32970477
2025-08-11,221.78,223.05,220.4,221.3,31646222
2025-08-12,222.23,223.5,219.05,221.47,37254707
2025-08-13,222.0,224.9185,222.0,224.56,36508335
2025-08-14,227.4,233.11,227.02,230.98,61545824
2025-08-15,232.58,234.08,229.807,231.03,39649244
2025-08-18,230.225,231.91,228.33,231.49,25248890
2025-08-19,230.09,230.5283,227.12,228.01,29891012
2025-08-20,227.12,227.27,220.915,223.81,36604319
2025-08-21,222.65,222.78,220.5,221.95,32140459
2025-08-22,222.79,229.14,220.82,228.84,37315341
2025-08-25,227.35,229.6,227.31,227.94,22633695
2025-08-26,227.11,229.0,226.02,228.71,26105373
2025-08-27,228.57,229.87,227.81,229.12,21254479
2025-08-28,229.005,232.71,228.02,231.6,33679585
2025-08-29,231.32,231.8125,228.16,229.0,26199170
2025-09-02,223.52,226.17,221.83,225.34,38843883
2025-09-03,225.21,227.1699,224.36,225.99,26355706
2025-09-04,231.185,235.77,230.78,235.68,59391779
2025-09-05,235.19,236.0,231.93,232.33,36721802
2025-09-08,234.94,237.6,233.75,235.84,33947104
2025-09-09,236.355,238.85,235.08,238.24,27033778
2025-09-10,237.515,237.68,229.0962,230.33,60907714
2025-09-11,231.49,231.53,229.3377,229.95,37485598
2025-09-12,230.35,230.79,226.29,228.15,38496218
2025-09-15,230.625,233.73,230.32,231.43,33243328
2025-09-16,232.935,235.9,232.23,234.05,38203912
2025-09-17,233.77,234.3,228.71,231.62,42815230
2025-09-18,232.5,233.48,228.79,231.23,37931738
2025-09-19,232.37,234.16,229.7,231.48,97943172
2025-09-22,230.56,230.565,227.51,227.63,45914506
2025-09-23,227.83,227.86,220.07,220.71,70956193
2025-09-24,224.15,224.56,219.45,220.21,49509033
2025-09-25,220.06,220.67,216.47,218.15,52226328
2025-09-26,219.08,221.05,218.02,219.78,41650098
2025-09-29,220.08,222.6,219.3,222.17,44259177
2025-09-30,222.03,222.24,217.89,219.57,48396369
2025-10-01,217.36,222.15,216.61,220.63,43933834
2025-10-02,221.01,222.81,218.945,222.41,41258586
2025-10-03,223.44,224.2,219.34,219.51,43639033
2025-10-06,221.0,221.73,216.03,220.9,43690876
2025-10-07,220.88,222.89,220.17,221.78,31194678
2025-10-08,222.92,226.73,221.19,225.22,46685985
2025-10-09,224.995,228.21,221.75,227.74,46412122
2025-10-10,226.21,228.25,216.0,216.37,72367511
2025-10-13,217.7,220.68,217.04,220.07,37809650
2025-10-14,215.555,219.32,212.6,216.39,45665580
2025-10-15,216.62,217.71,212.66,215.57,45909469
2025-10-16,215.67,218.59,212.8101,214.47,42414591
2025-10-17,214.56,214.8,211.03,213.04,45986944
2025-10-20,213.88,216.69,213.59,216.48,38882819
2025-10-21,218.43,223.32,217.99,222.03,50494565
2025-10-22,219.3,220.005,216.52,217.95,44308538
2025-10-23,219.0,221.3,218.18,221.09,31539999
2025-10-24,221.97,225.4,221.9,224.21,38685053
2025-10-27,227.66,228.4,225.54,226.97,38266995
2025-10-28,228.215,231.485,226.21,229.25,47100026
2025-10-29,231.672,232.82,227.76,230.3,52036151
2025-10-30,227.06,228.44,222.75,222.86,102252937
2025-10-31,250.1,250.5,243.98,244.22,166340808
2025-11-03,255.36,258.6,252.9,254.0,95997816
2025-11-04,250.38,257.01,248.66,249.32,51546311
2025-11-05,249.03,251.0,246.16,250.2,39234469
2025-11-06,249.155,250.38,242.17,243.04,46004203
2025-11-07,242.9,244.9,238.49,244.41,46374294
2025-11-10,248.34,251.75,245.59,248.4,36476514
2025-11-11,248.41,249.7499,247.23,249.1,23564060
2025-11-12,250.235,250.37,243.75,244.2,31190063
2025-11-13,243.05,243.75,236.5,237.58,41401738
2025-11-14,235.06,238.73,232.89,234.69,38956669
2025-11-17,233.25,234.6,229.19,232.87,59919018
2025-11-18,228.1,230.2,222.42,222.55,60608442
2025-11-19,223.735,223.735,218.52,222.69,58335643
2025-11-20,227.05,227.41,216.74,217.14,50308962
2025-11-21,216.345,222.21,215.18,220.69,68490464
2025-11-24,222.555,227.33,222.27,226.28,54318395
2025-11-25,226.38,230.52,223.8,229.67,39379339
2025-11-26,230.74,231.7474,228.77,229.16,38497922
2025-11-28,231.24,233.285,230.22,233.22,20292329
2025-12-01,233.22,235.797,232.25,233.88,42903954
2025-12-02,235.005,238.97,233.55,234.42,45785363
2025-12-03,233.35,233.38,230.61,232.38,35495058
2025-12-04,232.77,233.5,226.8,229.11,45683224
2025-12-05,230.32,231.24,228.547,229.53,33117377
2025-12-08,229.59,230.83,226.27,226.89,34681553
2025-12-09,226.84,228.57,225.11,227.92,25712299
2025-12-10,228.805,232.42,228.46,231.78,38790736
2025-12-11,230.71,232.11,228.6901,230.28,28249599
2025-12-12,229.87,230.08,225.12,226.19,35639118
2025-12-15,227.93,227.93,221.5,222.54,47286085
2025-12-16,223.035,223.66,221.1304,222.56,39298857
2025-12-17,224.655,225.19,220.99,221.27,44034418
2025-12-18,225.705,229.225,224.41,226.76,50272419
2025-12-19,226.76,229.125,225.58,227.35,85544374
2025-12-22,228.61,229.48,226.71,228.43,32261329
2025-12-23,229.055,232.445,228.73,232.14,29230233
2025-12-24,232.13,232.95,231.33,232.38,11420543
2025-12-26,232.035,232.99,231.18,232.52,15994726
2025-12-29,231.94,232.6,230.77,232.07,19797909
2025-12-30,231.205,232.77,230.2,232.53,21910453
2025-12-31,232.905,232.99,230.12,230.82,24383749
2026-01-02,231.34,235.458,224.7,226.5,51456229
2026-01-05,228.84,234.0,227.18,233.06,49733348
2026-01-06,232.1,243.18,232.07,240.93,53764677
2026-01-07,239.61,245.29,239.52,241.56,42236531
2026-01-08,243.06,246.41,241.88,246.29,39509844
2026-01-09,244.568,247.86,242.24,247.38,34559961
2026-01-12,246.73,248.94,245.96,246.47,35867770
2026-01-13,246.53,247.66,240.25,242.6,38371778
2026-01-14,241.15,241.28,236.22,236.65,41410578
2026-01-15,239.31,240.65,236.63,238.18,43003571
2026-01-16,239.085,239.57,236.41,239.12,45888283
2026-01-20,233.76,235.09,229.34,231.0,46959464
2026-01-21,231.085,232.3,226.88,231.31,47276090
2026-01-22,234.05,235.72,230.9,234.34,31913325
2026-01-23,234.955,240.45,234.57,239.16,33778478
2026-01-26,239.98,240.95,237.54,238.42,32825530
2026-01-27,239.685,244.88,238.08,244.68,37815946
2026-01-28,246.365,247.775,241.53,243.01,40882657
2026-01-29,242.82,243.0,236.742,241.73,47229643
2026-01-30,239.89,243.315,237.64,239.3,46585024
2026-02-02,238.31,245.6299,238.17,242.96,37546102
2026-02-03,244.975,246.35,235.45,238.62,50478573
2026-02-04,238.86,238.86,231.82,232.99,51299947
2026-02-05,224.91,226.31,220.38,222.69,103509230
2026-02-06,202.7,211.44,200.31,210.32,179210851
2026-02-09,208.97,212.81,203.35,208.72,91178443
2026-02-10,208.795,212.6499,206.411,206.96,67175031
2026-02-11,208.06,208.57,202.49,204.08,65545455
2026-02-12,203.96,203.96,197.56,199.6,83975393
2026-02-13,198.88,201.16,197.275,198.79,66321593
2026-02-17,198.125,201.7362,196.0,201.15,69879200
2026-02-18,202.07,206.86,201.51,204.79,51003299
2026-02-19,203.8,205.6396,202.81,204.86,35669611
2026-02-20,204.76,211.17,203.75,210.11,65881611
2026-02-23,208.095,208.43,203.11,205.27,53581508
2026-02-24,205.47,210.36,203.25,208.56,41137162
2026-02-25,210.46,211.59,208.93,210.64,41346376
2026-02-26,210.73,211.05,205.345,207.92,47756765
2026-02-27,206.83,210.33,205.2,210.0,57422777
2026-03-02,204.55,209.73,203.46,208.39,46001010
2026-03-03,203.1,209.178,202.48,208.73,43184918
2026-03-04,210.47,217.54,210.15,216.82,54731101
2026-03-05,215.98,220.47,215.59,218.94,60943447
2026-03-06,214.99,217.32,212.53,213.21,51152716
2026-03-09,210.45,213.82,207.11,213.49,54642926
2026-03-10,214.19,215.65,212.43,214.33,35678834
2026-03-11,215.705,217.0,211.35,212.65,34199303
2026-03-12,210.39,211.71,208.15,209.53,44349501
2026-03-13,209.605,210.56,206.22,207.67,35662137
2026-03-16,208.35,212.724,207.445,211.74,42209316
2026-03-17,212.82,215.7,212.43,215.2,44969943
2026-03-18,213.925,215.1401,208.825,209.87,37846642
2026-03-19,207.06,209.12,206.05,208.76,36440622
2026-03-20,207.4,207.54,204.316,205.37,63694603
2026-03-23,209.79,212.8,209.51,210.14,44277356
2026-03-24,207.95,209.35,206.64,207.24,35351425
2026-03-25,211.56,213.07,209.9,211.71,36388791
2026-03-26,210.61,212.885,207.12,207.54,46745978
2026-03-27,206.455,206.6,199.14,199.34,56009763
2026-03-30,201.48,203.8,199.9802,200.95,46373797
2026-03-31,204.845,210.28,204.14,208.27,58470078
2026-04-01,210.435,213.58,208.19,210.57,45955395
2026-04-02,206.54,212.2125,204.9,209.77,31453039
2026-04-06,209.795,212.95,209.59,212.79,25385495
2026-04-07,211.24,213.97,209.075,213.77,28154557
2026-04-08,223.79,226.1,219.62,221.25,51092698
2026-04-09,225.232,233.8,223.27,233.65,65964171
2026-04-10,235.295,240.43,235.21,238.38,56912842
2026-04-13,237.45,240.0,235.75,239.89,42166150
2026-04-14,241.78,252.18,241.78,249.02,72685026
2026-04-15,249.25,250.44,247.2,248.5,43045160
2026-04-16,248.51,250.0,244.2,249.7,41895711
2026-04-17,254.985,256.18,250.11,250.56,52029291
2026-04-20,249.19,250.18,245.365,248.28,39463106
2026-04-21,255.09,255.09,249.1,249.91,42922398
2026-04-22,252.44,255.94,250.33,255.36,36065067
2026-04-23,255.39,258.79,253.07,255.08,39091394
2026-04-24,259.98,264.5,257.685,263.99,53777353
2026-04-27,263.46,264.15,260.34,261.12,44906840
2026-04-28,258.39,261.03,256.63,259.7,42204447
2026-04-29,257.99,265.91,257.7,263.04,72367910
2026-04-30,273.17,273.88,256.16,265.06,100974867
2026-05-01,265.58,273.315,262.74,268.26,50825231
2026-05-04,268.795,276.1,268.795,272.05,49083734
2026-05-05,276.075,278.56,272.38,273.55,41908529
2026-05-06,272.89,277.8,272.2076,274.99,44551955
2026-05-07,275.02,276.63,270.49,271.17,35892879
2026-05-08,271.63,274.0,269.95,272.68,34732681
2026-05-11,269.835,273.63,268.48,268.99,38176696
2026-05-12,266.71,267.65,262.63,265.82,36776221
2026-05-13,264.43,270.72,263.2,270.13,39670915
2026-05-14,269.15,270.7799,266.63,267.22,31338435
2026-05-15,262.5,264.355,260.8901,264.14,40770344
2026-05-18,263.865,268.85,262.53,264.86,33690787
2026-05-19,262.04,262.25,255.19,259.34,40340697
2026-05-20,260.05,265.58,259.533,265.01,34493098
2026-05-21,263.5,269.4899,261.37,268.46,36591743
2026-05-22,268.655,269.785,266.235,266.32,27535526
2026-05-26,267.94,269.3,262.07,265.29,38028118
2026-05-27,266.15,272.41,265.7001,271.85,40061864
2026-05-28,272.27,274.5,267.44,274.0,40630385
2026-05-29,271.29,274.75,269.64,270.64,54749561
2026-06-01,266.285,266.63,260.7,261.26,53604380
2026-06-02,257.16,261.2025,254.37,256.52,41810982
2026-06-03,254.7,257.09,247.71,250.02,51394191
2026-06-04,253.12,255.83,251.75,253.79,35609769
2026-06-05,254.255,256.38,245.78,246.03,55607844
2026-06-08,246.68,249.42,243.36,245.22,33899525
2026-06-09,247.73,250.43,240.4,244.19,44425363
2026-06-10,243.605,244.065,237.45,238.0,38590237
2026-06-11,237.93,242.14,235.18,241.51,41335399
2026-06-12,243.21,243.36,233.59,238.55,51251141
2026-06-15,245.02,247.805,244.73,246.02,41711576
2026-06-16,248.0,249.51,245.4511,246.0,35187406
2026-06-17,244.9,245.91,236.0,237.5,44780767
2026-06-18,240.12,245.73,236.02,244.39,75624415
2026-06-22,240.08,242.0,232.24,232.79,68388526
2026-06-23,232.55,236.87,232.0,234.11,60492560
2026-06-24,233.845,242.4199,232.95,234.27,70282581
2026-06-25,232.02,232.32,225.55,227.01,77858478
2026-06-26,227.205,233.9,226.125,232.69,248372085
2026-06-29,234.215,249.71,233.8,240.14,77619228
2026-06-30,237.35,241.54,237.171,238.34,66228262
2026-07-01,239.75,244.9,234.9,241.7,53829851
2026-07-02,241.605,246.72,241.08,242.67,48298137
2026-07-06,243.795,246.04,240.88,244.16,40044034
2026-07-07,246.975,248.93,242.7,245.98,40579603
2026-07-08,244.27,244.8,240.52,243.62,29653043
